contact_id,session_id,topic_name,business_unit,application_channel,language,num_turns,contained,escalated_to_agent,csat_score,queue_name,session_duration_seconds,confidence_score,derived_resolution_score,session_start
CONT-AB94D08D,SESS-45E2C048,Billing Inquiry,Retail,Web,en,13,1,0,,,900,0.7793,0.8455,2026-03-17T11:37:46
CONT-7008CB12,SESS-0A71C731,Account Management,Travel,Web,en,13,1,0,3.4,,882,0.9623,0.8889,2026-04-04T01:09:39
CONT-3EC1B585,SESS-B21344C7,Account Management,Healthcare,Partner API,en,16,1,0,3.2,,638,0.5029,0.6932,2026-03-27T03:47:10
CONT-03AEE1FE,SESS-16DC45F1,Product Support,Healthcare,Partner API,en,11,1,0,,,677,0.6062,0.7243,2026-03-31T05:25:51
CONT-6C95A5A9,SESS-A3B34D2C,General Inquiry,Travel,Mobile App,en,12,1,0,,,277,0.6785,0.775,2026-03-25T09:13:04
CONT-9EC58B06,SESS-429ABA52,Account Management,Healthcare,Mobile App,en,2,1,0,,,123,0.9925,0.9948,2026-03-28T14:23:58
CONT-781982AA,SESS-2A5A6219,Product Support,Technology,Web,es,15,0,0,2.8,,473,0.953,0.5492,2026-03-09T06:06:33
CONT-0BE123C8,SESS-499936F1,Product Support,Healthcare,Web,en,18,1,0,,,1963,0.5341,0.6739,2026-03-10T17:39:56
CONT-A7BDDFFF,SESS-573BB758,Password Reset,Travel,Kiosk,en,13,1,0,,,966,0.4408,0.6086,2026-03-18T08:54:54
CONT-824F299B,SESS-623BEB2B,Returns & Refunds,Travel,IVR,en,4,1,0,,,369,0.3949,0.5764,2026-04-01T05:13:33
CONT-3B97C19C,SESS-1A9FF9A5,Loyalty Program,Retail,Mobile App,en,5,1,0,,,158,0.5373,0.6761,2026-04-01T07:40:47
CONT-60126231,SESS-F8E3757F,Loyalty Program,Financial Services,Kiosk,en,14,1,0,3.3,,1445,0.8689,0.8456,2026-03-24T02:23:28
CONT-4B260D9C,SESS-D27C3BDE,Product Support,Retail,IVR,en,7,0,1,2.2,Tier1-Support,401,0.1741,0.2016,2026-04-01T07:24:41
CONT-F13F42AE,SESS-7BFEC069,Product Support,Travel,IVR,en,16,0,1,1.8,Billing-Ops,524,0.9308,0.4803,2026-03-24T19:57:15
CONT-E49EE72D,SESS-10E69AC6,Product Support,Financial Services,Mobile App,en,2,0,1,,Billing-Ops,97,0.3227,0.2259,2026-03-19T15:44:15
CONT-706A4685,SESS-7EF1C393,Loyalty Program,Technology,Partner API,ja,15,1,0,,,866,0.5936,0.7155,2026-03-26T23:53:15
CONT-49E1D235,SESS-7DEDA3BD,Loyalty Program,Financial Services,IVR,en,6,1,0,,,484,0.5613,0.6929,2026-03-21T13:37:08
CONT-BD701D8C,SESS-AF062886,Subscription Management,Financial Services,Mobile App,pt,16,1,0,,,745,0.5024,0.6517,2026-03-27T10:40:53
CONT-D9F7D9C6,SESS-57E5B7E7,Order Status,Travel,Kiosk,zh,16,0,0,4.5,,843,0.457,0.4528,2026-03-20T04:13:12
CONT-0324DCC3,SESS-5EF6F08F,Account Management,Travel,IVR,en,8,1,0,4.9,,313,0.3412,0.7305,2026-04-03T10:16:34
CONT-72A6768F,SESS-63043771,Product Support,Travel,IVR,en,13,0,0,,,893,0.7613,0.5329,2026-03-25T18:02:56
CONT-5C936B58,SESS-433F5586,Loyalty Program,Technology,Mobile App,en,6,1,0,4.8,,297,0.6907,0.8643,2026-03-30T11:13:06
CONT-E029E52D,SESS-C586F96F,Password Reset,Travel,IVR,en,13,1,0,,,843,0.6708,0.7696,2026-03-20T06:55:27
CONT-4393E986,SESS-2A1EB079,Subscription Management,Technology,Mobile App,pt,10,1,0,,,710,0.5457,0.682,2026-03-19T17:43:11
CONT-1D393C13,SESS-5DC776BB,Subscription Management,Healthcare,IVR,zh,7,1,0,4.8,,443,0.7644,0.8938,2026-04-03T00:40:48
CONT-9D93A826,SESS-4476F87F,Order Status,Healthcare,Partner API,en,3,0,0,4.0,,77,0.6023,0.4809,2026-03-30T10:02:44
CONT-9DE5BD41,SESS-5D73DAC8,Password Reset,Technology,Mobile App,en,9,1,0,2.1,,262,0.8353,0.7601,2026-04-04T10:56:50
CONT-21D54216,SESS-2235DFFD,Password Reset,Travel,Mobile App,es,3,0,1,,Tier1-Support,110,0.5621,0.3935,2026-03-31T15:23:08
CONT-8BEDA625,SESS-21D5164D,Loyalty Program,Healthcare,Web,en,17,0,1,1.1,Billing-Ops,716,0.6512,0.3265,2026-03-24T23:55:42
CONT-2B4B144A,SESS-7251A081,Account Management,Technology,IVR,de,12,0,1,,General-Service,455,0.6453,0.4517,2026-03-30T21:24:40
CONT-D876734E,SESS-69E1E1E5,Order Status,Retail,Partner API,es,19,0,0,,,1530,0.6325,0.4428,2026-04-02T21:03:31
CONT-24A2B788,SESS-F1E377D7,Technical Troubleshooting,Retail,Mobile App,de,5,1,0,,,53,0.55,0.685,2026-03-24T12:07:35
CONT-DDFC7BD9,SESS-56046687,Billing Inquiry,Technology,Kiosk,en,16,1,0,,,1362,0.4403,0.6082,2026-03-18T23:25:18
CONT-39CC14A9,SESS-108A0ED0,Returns & Refunds,Retail,IVR,en,14,0,1,,Billing-Ops,504,0.7649,0.5354,2026-03-07T10:47:11
CONT-E8DDC77E,SESS-F603D8C3,General Inquiry,Technology,IVR,en,13,1,0,,,2155,0.3597,0.5518,2026-03-26T21:31:01
CONT-50504E6B,SESS-5A84E89B,Subscription Management,Healthcare,Partner API,en,3,0,1,,Billing-Ops,89,0.6306,0.4414,2026-03-27T06:46:59
CONT-63F83D66,SESS-D03EDAEA,General Inquiry,Retail,Mobile App,pt,12,1,0,3.9,,163,0.3941,0.6916,2026-03-19T10:20:01
CONT-F6DE2C17,SESS-D41D7AAE,Product Support,Healthcare,IVR,fr,1,0,1,,Tech-Escalation,49,0.8936,0.6255,2026-03-16T10:42:54
CONT-03AEE1FE,SESS-EB219416,Subscription Management,Travel,Kiosk,en,5,1,0,,,84,0.6927,0.7849,2026-03-25T02:56:37
CONT-12C6D7A6,SESS-896DF957,Billing Inquiry,Technology,Web,fr,5,0,0,,,197,0.5731,0.4012,2026-04-02T12:47:21
CONT-69CB28EB,SESS-9B6EE378,Technical Troubleshooting,Retail,Web,en,16,1,0,,,694,0.6063,0.7244,2026-04-01T16:36:04
CONT-8B137D64,SESS-4690291D,Returns & Refunds,Healthcare,IVR,es,1,0,0,4.6,,112,0.585,0.51,2026-04-05T18:54:51
CONT-E02C4B0C,SESS-8F3F2FF1,Returns & Refunds,Travel,Partner API,en,19,1,0,2.5,,1018,0.6237,0.6995,2026-03-21T04:21:53
CONT-CF7482AF,SESS-8A464C40,Billing Inquiry,Retail,Web,zh,18,1,0,2.0,,1349,0.5963,0.6585,2026-03-19T06:01:48
CONT-D85C5242,SESS-33AA3F97,Account Management,Technology,Kiosk,en,16,0,1,4.0,General-Service,656,0.6859,0.5144,2026-03-19T16:07:12
CONT-ABE4A5AE,SESS-92A47E08,Subscription Management,Retail,Mobile App,en,8,1,0,,,97,0.309,0.5163,2026-03-23T07:28:08
CONT-95BA2A80,SESS-EFFF1683,Password Reset,Healthcare,IVR,en,18,1,0,,,682,0.4224,0.5957,2026-04-03T09:00:15
CONT-A9BF70CE,SESS-BF4062F0,Returns & Refunds,Travel,IVR,en,18,0,0,,,297,0.262,0.1834,2026-03-08T20:24:24
CONT-1EB523C1,SESS-C1A27ACA,Returns & Refunds,Travel,IVR,en,12,0,1,3.5,Tier1-Support,656,0.6139,0.4556,2026-03-28T12:22:10
CONT-A0BA33CE,SESS-6D392852,Password Reset,Technology,Mobile App,fr,10,0,0,1.1,,645,0.4413,0.2425,2026-03-23T15:02:52
CONT-1119F427,SESS-D9B9CE26,General Inquiry,Retail,Web,en,15,1,0,2.9,,2442,0.5591,0.6976,2026-03-30T11:30:54
CONT-F178432D,SESS-F21CE739,General Inquiry,Technology,Mobile App,en,1,1,0,4.1,,174,0.9996,0.9458,2026-03-28T23:54:06
CONT-42774430,SESS-C71EF418,Account Management,Travel,Partner API,de,3,1,0,3.0,,108,0.7324,0.773,2026-03-28T15:04:00
CONT-58C83A29,SESS-54C99A60,Technical Troubleshooting,Travel,Partner API,fr,20,1,0,2.9,,2532,0.6486,0.7334,2026-03-14T14:10:07
CONT-D2B52689,SESS-38421D0A,Loyalty Program,Travel,Mobile App,en,15,0,1,,Billing-Ops,2150,0.5397,0.3778,2026-03-29T07:13:34
CONT-9ED0566B,SESS-2A5603B3,Returns & Refunds,Technology,Mobile App,en,10,1,0,2.0,,729,0.6425,0.677,2026-03-16T08:54:24
CONT-8A013ED5,SESS-7834F6FF,Loyalty Program,Technology,Web,en,8,1,0,3.7,,484,0.8417,0.8587,2026-03-13T02:46:19
CONT-349711DC,SESS-FC94E1F9,Password Reset,Retail,Kiosk,ja,5,1,0,,,546,0.8664,0.9065,2026-03-28T16:07:41
CONT-BBD43A49,SESS-775AF8D4,Returns & Refunds,Travel,Kiosk,en,16,0,1,,Tier1-Support,1345,0.9875,0.6912,2026-03-23T11:06:25
CONT-1691F9F0,SESS-0FA9403B,Product Support,Healthcare,IVR,en,5,1,0,,,642,0.4844,0.6391,2026-03-12T01:30:45
CONT-6C347E2E,SESS-ADA00CCB,Returns & Refunds,Travel,Web,en,3,1,0,,,77,0.6672,0.767,2026-03-31T19:24:55
CONT-50825BFF,SESS-51189807,Password Reset,Travel,Mobile App,en,13,1,0,,,395,0.4878,0.6415,2026-03-18T18:27:38
CONT-CD452B70,SESS-6FD1BFDC,Account Management,Travel,Web,pt,14,0,0,1.5,,834,0.6563,0.3525,2026-03-27T05:09:49
CONT-01EEF144,SESS-21E33AD7,Subscription Management,Healthcare,Kiosk,en,7,0,1,,General-Service,204,0.8296,0.5807,2026-03-25T03:44:16
CONT-A6E22DA3,SESS-129AD834,Order Status,Retail,Mobile App,en,9,1,0,,,313,0.4211,0.5948,2026-03-22T12:30:04
CONT-2D869CCB,SESS-D4248BDE,Loyalty Program,Technology,Partner API,en,16,1,0,,,1158,0.6019,0.7213,2026-03-18T09:49:10
CONT-DA589033,SESS-862124FF,Billing Inquiry,Financial Services,Partner API,zh,8,1,0,2.8,,381,0.5444,0.6858,2026-03-21T19:47:08
CONT-ABD9F08F,SESS-9F470F2E,Returns & Refunds,Technology,Kiosk,en,13,0,1,,Tier1-Support,326,0.5755,0.4029,2026-03-08T17:40:02
CONT-2D0D8CF5,SESS-37D0E3C9,Loyalty Program,Retail,Mobile App,ja,12,1,0,2.9,,443,0.7763,0.7845,2026-03-09T15:25:47
CONT-4BC7F15F,SESS-454A5257,Order Status,Healthcare,Partner API,en,18,1,0,,,1872,0.3782,0.5647,2026-04-05T04:45:05
CONT-B14B1BA5,SESS-D753BAB3,Returns & Refunds,Travel,Mobile App,de,6,1,0,,,347,0.9235,0.9464,2026-03-07T11:46:45
CONT-558B1A7C,SESS-63D10720,Subscription Management,Retail,IVR,fr,19,1,0,,,710,0.8811,0.9168,2026-03-27T05:01:56
CONT-2F947331,SESS-D6678ADA,Order Status,Healthcare,Kiosk,en,6,0,0,,,364,0.6687,0.4681,2026-03-26T04:16:18
CONT-E49EE72D,SESS-F5F23A59,Loyalty Program,Travel,IVR,zh,1,0,1,,Tech-Escalation,23,0.6744,0.4721,2026-03-10T14:44:22
CONT-A417E788,SESS-BE62A4B6,Order Status,Healthcare,Web,ja,18,0,0,,,789,0.6459,0.4521,2026-03-26T17:05:08
CONT-843E919D,SESS-DD1CDC5A,Loyalty Program,Technology,IVR,de,13,1,0,,,300,0.7329,0.813,2026-03-13T16:52:58
CONT-59D01799,SESS-6A3075F2,Returns & Refunds,Travel,Partner API,es,4,1,0,3.1,,300,1.0,0.886,2026-03-16T05:45:21
CONT-5D7F921F,SESS-E4F99F9E,Order Status,Financial Services,Web,en,13,0,1,,Billing-Ops,448,0.5774,0.4042,2026-03-26T13:29:39
CONT-2BB79C40,SESS-9EA185C2,Order Status,Financial Services,Mobile App,en,10,1,0,2.3,,259,0.2733,0.5473,2026-04-04T19:58:20
CONT-4D2C23EB,SESS-E8FC9086,Technical Troubleshooting,Financial Services,IVR,es,7,0,1,4.8,Tech-Escalation,141,0.5536,0.5094,2026-03-20T11:34:42
CONT-D153D9DD,SESS-1C518013,Subscription Management,Technology,Mobile App,en,15,1,0,2.1,,1099,0.7411,0.7224,2026-03-23T03:47:02
CONT-95FDF140,SESS-FAF5DCE2,General Inquiry,Financial Services,Kiosk,en,3,0,1,,Tech-Escalation,168,0.6559,0.4591,2026-04-02T00:24:32
CONT-D066832E,SESS-AAC515A1,Loyalty Program,Healthcare,Web,en,16,1,0,,,497,0.997,0.9979,2026-03-14T06:49:21
CONT-791FBB14,SESS-1F0D41FB,Billing Inquiry,Travel,Web,en,1,0,0,,,58,0.4489,0.3142,2026-03-22T05:32:00
CONT-1FC36398,SESS-D20E45C5,Loyalty Program,Travel,IVR,en,14,0,0,,,1123,0.8183,0.5728,2026-03-11T22:53:22
CONT-532AC21D,SESS-8F031904,Loyalty Program,Travel,IVR,de,18,0,0,,,444,0.6644,0.4651,2026-03-17T20:33:43
CONT-9AF2DD9A,SESS-021E7AAC,Order Status,Travel,Partner API,es,8,1,0,4.1,,955,0.7911,0.8624,2026-04-01T02:16:47
CONT-6C5C9D43,SESS-BA5ECE11,Product Support,Travel,Web,en,13,1,0,,,519,0.5363,0.6754,2026-03-20T00:17:20
CONT-EE2FD574,SESS-4A2A7B50,Account Management,Healthcare,Web,en,19,1,0,,,1005,0.7648,0.8354,2026-03-15T10:51:45
CONT-E231C98C,SESS-D509CF1B,Technical Troubleshooting,Retail,Kiosk,en,14,0,1,,General-Service,985,0.4566,0.3196,2026-04-05T08:43:55
CONT-95B5ACF4,SESS-7E14B17F,Product Support,Retail,Kiosk,pt,19,0,0,,,768,0.7632,0.5342,2026-03-11T05:32:07
CONT-C9CEE780,SESS-E25EB12A,Account Management,Financial Services,Partner API,es,1,0,1,,Billing-Ops,42,0.7726,0.5408,2026-03-09T17:13:42
CONT-FB95C0D9,SESS-8EA447F0,Account Management,Technology,Partner API,de,13,1,0,,,453,0.7238,0.8067,2026-03-30T10:21:38
CONT-F8CF2BE5,SESS-0D741B9E,Subscription Management,Technology,Mobile App,en,3,0,1,2.8,Billing-Ops,159,0.884,0.5216,2026-03-14T19:48:03
CONT-7CB632FC,SESS-2095E121,Returns & Refunds,Healthcare,Partner API,pt,20,1,0,2.2,,1275,0.487,0.6268,2026-03-22T05:29:42
CONT-9B273C34,SESS-777724DB,Loyalty Program,Travel,IVR,es,20,1,0,,,746,0.7692,0.8384,2026-03-31T20:07:19
CONT-2B6461C3,SESS-5FF4CCAB,Loyalty Program,Travel,Web,pt,20,0,0,1.0,,516,0.5119,0.2648,2026-04-03T21:57:36
CONT-EF299D08,SESS-77191DC9,Product Support,Financial Services,IVR,en,9,1,0,,,714,0.777,0.8439,2026-03-11T12:09:44
CONT-04D98A25,SESS-6EF77724,Returns & Refunds,Technology,Mobile App,fr,13,1,0,,,609,0.9169,0.9418,2026-03-22T10:27:58
CONT-78DB7FA5,SESS-BAAFB43B,Password Reset,Travel,Kiosk,en,20,1,0,,,724,0.7158,0.8011,2026-03-22T13:11:06
CONT-5F7B0A8E,SESS-82B50136,Returns & Refunds,Financial Services,IVR,es,11,0,1,,General-Service,1348,0.5049,0.3534,2026-03-25T08:23:40
CONT-AB33E94E,SESS-807B26BB,Order Status,Retail,IVR,pt,8,1,0,3.8,,765,0.429,0.6996,2026-03-27T00:24:09
CONT-915F55FC,SESS-91638DF6,General Inquiry,Healthcare,IVR,en,16,0,1,,Tech-Escalation,142,0.6538,0.4577,2026-04-01T15:11:31
CONT-DC0A3A69,SESS-7DE7FBA4,Account Management,Technology,Partner API,fr,15,0,1,4.1,Tier1-Support,1271,0.4073,0.4089,2026-04-05T14:38:46
CONT-DDE0EFCD,SESS-1829B063,Order Status,Technology,Kiosk,fr,6,1,0,,,350,1.0,1.0,2026-03-10T22:12:04
CONT-B7735C0F,SESS-A902650C,Order Status,Financial Services,Kiosk,en,13,0,1,,Tier1-Support,1188,0.2885,0.202,2026-03-09T17:21:44
CONT-A283878C,SESS-EF6B3D74,Order Status,Technology,Mobile App,en,1,0,0,2.6,,81,0.4987,0.3555,2026-03-16T18:53:10
CONT-C40A0E26,SESS-0BD906E5,Billing Inquiry,Technology,Kiosk,en,7,0,0,,,747,0.9524,0.6667,2026-03-16T21:52:33
CONT-EB30576D,SESS-DD12F467,Account Management,Technology,Web,en,13,1,0,,,871,0.6203,0.7342,2026-03-29T06:59:08
CONT-F3B77C4D,SESS-93B12362,General Inquiry,Healthcare,Web,en,6,0,0,,,340,0.8444,0.5911,2026-03-16T10:16:39
CONT-D580FC74,SESS-840D2086,Subscription Management,Travel,Mobile App,en,20,1,0,,,860,0.8312,0.8818,2026-03-17T14:19:28
CONT-1481E547,SESS-30576BD9,Billing Inquiry,Retail,Partner API,es,17,0,0,,,677,0.5634,0.3944,2026-04-03T19:18:34
CONT-46A93115,SESS-90DE3487,Password Reset,Technology,Partner API,zh,4,1,0,,,219,0.6763,0.7734,2026-03-09T21:43:16
CONT-AA0EFEA4,SESS-622DFD8A,Product Support,Technology,Mobile App,en,5,1,0,,,269,0.5953,0.7167,2026-03-21T12:51:45
CONT-D7570ED1,SESS-46C7005A,Returns & Refunds,Technology,Web,en,10,1,0,,,210,0.5047,0.6533,2026-03-08T14:42:28
CONT-80AD1F63,SESS-58EC5FB2,Account Management,Travel,IVR,en,9,0,1,3.8,General-Service,238,0.2556,0.3302,2026-03-24T21:02:35
CONT-2456564F,SESS-9E6EAD64,Subscription Management,Retail,Kiosk,en,16,1,0,3.0,,1874,0.3533,0.6213,2026-04-03T10:43:47
CONT-DF04C6B3,SESS-7813F032,Technical Troubleshooting,Travel,Mobile App,en,18,1,0,,,1511,0.6921,0.7845,2026-03-08T22:40:18
CONT-98A8E3F0,SESS-CC5D6EDE,Technical Troubleshooting,Technology,IVR,en,8,1,0,4.1,,190,0.31,0.67,2026-03-09T03:50:39
CONT-F2738A4B,SESS-2B2411AF,Order Status,Travel,Partner API,en,20,0,0,1.4,,1475,0.6171,0.3308,2026-03-23T15:55:53
CONT-4DB2D071,SESS-AC28B367,Password Reset,Travel,Partner API,fr,10,1,0,,,486,0.8756,0.9129,2026-03-17T14:43:01
CONT-451DFA78,SESS-2D6A82DF,Password Reset,Technology,Web,en,14,0,1,,Tier1-Support,1053,0.5833,0.4083,2026-03-17T03:24:05
CONT-D6CA72FE,SESS-05B47E42,Order Status,Travel,Kiosk,pt,14,1,0,1.7,,1597,0.6523,0.6629,2026-04-03T16:43:33
CONT-10CEAF1E,SESS-E250C23D,Password Reset,Financial Services,Mobile App,en,11,0,1,2.5,General-Service,652,0.938,0.5252,2026-03-23T01:27:03
CONT-4785B3F4,SESS-E2CF58D5,Billing Inquiry,Travel,Web,fr,2,0,1,,Tier1-Support,68,0.4809,0.3366,2026-03-14T07:48:38
CONT-24B44694,SESS-404D9E74,Subscription Management,Healthcare,IVR,en,1,0,1,,General-Service,35,0.8225,0.5758,2026-03-24T00:56:00
CONT-6846F25D,SESS-776A1300,Billing Inquiry,Healthcare,Kiosk,en,13,1,0,,,536,0.1362,0.3953,2026-03-29T20:18:59
CONT-53D2382D,SESS-F3BBCD02,Product Support,Financial Services,Web,es,7,1,0,,,194,0.4814,0.637,2026-03-25T15:49:01
CONT-028535F7,SESS-C1828DD5,General Inquiry,Financial Services,Mobile App,en,19,0,0,,,828,0.4996,0.3497,2026-03-13T00:04:13
CONT-2795B856,SESS-3D7D6D9F,Loyalty Program,Travel,IVR,en,14,0,1,,General-Service,572,0.3349,0.2344,2026-03-27T04:07:28
CONT-49DAFAB8,SESS-61BE654A,Subscription Management,Retail,Mobile App,en,17,1,0,1.7,,1534,0.5868,0.6367,2026-04-03T08:20:09
CONT-A11FB10C,SESS-E17D8F7A,Account Management,Healthcare,Partner API,zh,17,0,1,4.0,Tech-Escalation,865,0.4656,0.4262,2026-03-18T09:12:31
CONT-D1D5B0FC,SESS-9646F9BD,Product Support,Financial Services,Mobile App,es,5,1,0,,,114,0.5578,0.6905,2026-03-19T07:27:24
CONT-C3E7A3E6,SESS-CCBC4DF8,Password Reset,Travel,IVR,en,5,0,1,,Tech-Escalation,163,0.7103,0.4972,2026-03-31T10:47:27
CONT-01961600,SESS-6932E19E,General Inquiry,Technology,Partner API,en,17,1,0,,,539,0.3615,0.553,2026-03-09T20:40:49
CONT-D7570ED1,SESS-57BA1C34,Account Management,Healthcare,IVR,de,15,0,1,,Tier1-Support,419,0.5499,0.3849,2026-03-10T05:05:57
CONT-1D6C5393,SESS-52FA9F1B,Password Reset,Travel,Partner API,zh,8,1,0,2.5,,245,0.869,0.7976,2026-03-23T21:40:34
CONT-F13F42AE,SESS-178B2493,Loyalty Program,Technology,Mobile App,es,13,1,0,,,390,0.7495,0.8246,2026-03-30T17:14:33
CONT-3863BA50,SESS-E20F1EF8,Loyalty Program,Healthcare,Mobile App,en,13,0,0,,,427,0.53,0.371,2026-03-31T23:21:52
CONT-FB242B56,SESS-DF87B592,Subscription Management,Travel,Partner API,en,10,1,0,,,243,1.0,1.0,2026-04-05T19:03:20
CONT-9A39709D,SESS-464425EA,Returns & Refunds,Financial Services,Kiosk,es,13,0,0,1.3,,231,0.6575,0.341,2026-03-25T23:29:21
CONT-763B1EF2,SESS-92419678,General Inquiry,Healthcare,IVR,en,14,1,0,,,276,0.7772,0.844,2026-03-18T20:01:59
CONT-7BF03133,SESS-B1979709,Loyalty Program,Retail,Web,en,12,1,0,,,793,1.0,1.0,2026-03-17T01:59:15
CONT-BC21F928,SESS-34687D7B,Password Reset,Travel,IVR,en,12,1,0,4.1,,701,0.7205,0.8342,2026-04-04T16:18:19
CONT-BE23B48C,SESS-C8CE5C8D,Account Management,Technology,Mobile App,fr,11,0,1,2.1,General-Service,127,0.8089,0.4496,2026-04-03T18:02:46
CONT-008862EE,SESS-0A772EB2,Billing Inquiry,Healthcare,Web,es,20,1,0,,,867,0.7422,0.8195,2026-03-26T09:05:44
CONT-0C36B5C6,SESS-26DB0644,Password Reset,Retail,Web,en,12,1,0,,,289,0.7572,0.83,2026-04-04T04:03:34
CONT-3C8E605F,SESS-8A25D62F,Account Management,Financial Services,Web,fr,15,1,0,,,521,0.6372,0.746,2026-03-16T04:34:35
CONT-CE667770,SESS-272347EB,Technical Troubleshooting,Technology,Web,es,6,0,1,,Billing-Ops,555,0.5158,0.3611,2026-03-24T22:47:56
CONT-26A2DCDD,SESS-22104415,Account Management,Technology,Mobile App,en,19,1,0,,,424,0.6906,0.7834,2026-03-28T13:02:19
CONT-1E6A3184,SESS-8782B06E,General Inquiry,Healthcare,Web,de,11,1,0,,,620,0.678,0.7746,2026-03-13T22:21:00
CONT-8F88EC99,SESS-827E47D6,Billing Inquiry,Healthcare,Mobile App,en,5,1,0,4.2,,117,0.6884,0.8274,2026-03-20T13:07:54
CONT-32FD9E47,SESS-F54A37A9,Returns & Refunds,Healthcare,Partner API,en,19,1,0,5.0,,407,0.29,0.716,2026-03-23T06:48:51
CONT-5EE1F53F,SESS-53A93618,Product Support,Technology,Web,en,11,1,0,,,235,0.7273,0.8091,2026-03-13T19:25:23
CONT-E23FB523,SESS-2DD6B932,Account Management,Technology,Partner API,en,14,1,0,,,499,0.4958,0.6471,2026-03-14T14:01:14
CONT-820F5590,SESS-4D3EC0E5,Technical Troubleshooting,Healthcare,Web,en,10,1,0,1.8,,303,0.3342,0.5417,2026-03-21T21:30:57
CONT-2EF202DE,SESS-7ECFC466,Account Management,Healthcare,IVR,en,1,1,0,1.7,,42,0.4691,0.5896,2026-03-10T12:44:14
CONT-1A61D30C,SESS-9CF843AA,Subscription Management,Healthcare,Web,en,15,0,1,1.8,Tier1-Support,539,0.2445,0.2058,2026-03-29T12:50:00
CONT-CA98BAAD,SESS-E952615C,Loyalty Program,Financial Services,Partner API,fr,2,1,0,3.1,,96,1.0,0.886,2026-03-27T23:04:10
CONT-B362DB2C,SESS-A2089E7C,Technical Troubleshooting,Healthcare,IVR,en,8,1,0,,,438,0.6384,0.7469,2026-03-19T14:21:31
CONT-08A73100,SESS-5E746EC4,Technical Troubleshooting,Healthcare,Kiosk,es,3,1,0,3.6,,256,0.6774,0.787,2026-03-22T00:44:09
CONT-F52D0085,SESS-FF98A0C6,Order Status,Financial Services,IVR,en,12,0,0,,,889,0.7041,0.4929,2026-03-17T09:37:28
CONT-70789511,SESS-78D91733,Product Support,Financial Services,Kiosk,en,3,0,0,2.4,,193,0.8086,0.4674,2026-03-09T05:52:52
CONT-EC28CE5E,SESS-5F1ADCCF,General Inquiry,Financial Services,IVR,en,1,1,0,,,22,0.832,0.8824,2026-03-22T20:20:47
CONT-2C4A3D92,SESS-511F0443,Technical Troubleshooting,Healthcare,Kiosk,en,8,1,0,4.8,,106,0.6652,0.8541,2026-03-19T16:41:53
CONT-C266A088,SESS-32A059CE,Subscription Management,Financial Services,Mobile App,es,19,0,0,,,538,0.6209,0.4346,2026-04-01T05:10:17
CONT-35447F72,SESS-0981ACE4,Account Management,Financial Services,IVR,en,18,0,0,,,858,0.6323,0.4426,2026-04-05T14:59:39
CONT-186AC813,SESS-6149C891,Returns & Refunds,Healthcare,Mobile App,en,2,1,0,,,28,0.1895,0.4326,2026-04-04T00:37:58
CONT-D0EBCAEA,SESS-3F8B99AB,General Inquiry,Retail,Kiosk,fr,20,1,0,3.4,,1953,0.7556,0.8062,2026-03-29T09:18:42
CONT-8AB8E81B,SESS-6B98E476,Returns & Refunds,Financial Services,Mobile App,en,19,0,0,,,370,0.3945,0.2762,2026-03-15T18:48:33
CONT-81B5D0DB,SESS-54DB9BAA,Subscription Management,Technology,Web,de,10,1,0,,,644,0.2374,0.4662,2026-03-14T16:42:13
CONT-0415D47C,SESS-407EC44C,Billing Inquiry,Financial Services,Partner API,en,1,0,1,,Billing-Ops,43,1.0,0.7,2026-03-14T12:17:14
CONT-3F8C8A66,SESS-A504FFEA,General Inquiry,Technology,IVR,en,7,1,0,,,234,0.6453,0.7517,2026-03-21T03:42:27
CONT-CF7482AF,SESS-E3DBC91D,Loyalty Program,Retail,Kiosk,en,4,1,0,2.9,,220,0.6372,0.7289,2026-03-15T22:52:29
CONT-696EB156,SESS-ABCA058E,Password Reset,Retail,Kiosk,en,13,0,0,,,559,0.6798,0.4759,2026-03-31T04:49:30
CONT-C1184734,SESS-5A9743CB,Technical Troubleshooting,Retail,Kiosk,en,1,1,0,,,169,0.6758,0.7731,2026-03-12T12:51:14
CONT-62D1D575,SESS-FEB200AD,Returns & Refunds,Financial Services,IVR,es,13,0,0,3.0,,556,0.9466,0.5586,2026-03-19T20:27:10
CONT-7AEF2441,SESS-2E4976B6,Billing Inquiry,Retail,Web,fr,16,0,0,,,598,0.6607,0.4625,2026-03-30T15:59:02
CONT-24E4388E,SESS-371EC0A8,Product Support,Healthcare,Partner API,en,7,0,0,4.8,,476,0.7642,0.5937,2026-03-10T00:44:39
CONT-14D032DC,SESS-358BD0FC,Password Reset,Retail,IVR,en,6,0,1,,Billing-Ops,330,0.9526,0.6668,2026-03-08T03:24:20
CONT-3F66B3C6,SESS-C1C2A563,Order Status,Travel,Mobile App,en,5,0,0,3.6,,146,0.5667,0.4427,2026-03-29T21:04:02
CONT-0C820B97,SESS-C1BA3EED,Order Status,Technology,Mobile App,en,19,1,0,,,481,0.5063,0.6544,2026-03-28T23:12:53
CONT-DBA7FEDD,SESS-50331BF9,Loyalty Program,Financial Services,IVR,es,11,0,1,,Tier1-Support,383,0.7787,0.5451,2026-03-25T07:24:34
CONT-A0BD1C4B,SESS-1F6DAB5B,Returns & Refunds,Travel,Web,de,19,1,0,4.7,,484,0.8078,0.9051,2026-03-23T03:28:50
