contact_id,session_id,topic_name,confidence_score,response_type,thumbs_up,thumbs_down,escalated_to_agent,business_unit,application_channel,handle_seconds_dur,derived_resolution_score,created_at
CONT-C01A3745,SESS-1583947F,Account Management,0.594,Self-Service,1,0,0,Technology,Partner API,33,0.5961,2026-04-03T16:32:32
CONT-1D2D7AB8,SESS-0E67EC7C,Order Status,0.6217,Escalation,0,0,0,Financial Services,Partner API,93,0.3193,2026-03-11T14:58:37
CONT-2D869CCB,SESS-9F429453,Order Status,0.9001,FAQ,0,0,0,Healthcare,IVR,28,0.4308,2026-04-05T19:39:33
CONT-3395DD36,SESS-592F39E7,Product Support,0.9901,Guided Flow,0,0,0,Healthcare,Partner API,22,0.4829,2026-04-01T15:26:30
CONT-892D7832,SESS-35807A9A,Order Status,0.8061,Guided Flow,0,0,0,Financial Services,Web,206,0.3661,2026-03-26T23:46:43
CONT-11D2AE05,SESS-DB53FDA0,Subscription Management,0.4891,Handoff,0,0,0,Technology,Partner API,87,0.2513,2026-03-25T14:05:41
CONT-C67F5509,SESS-B79EC2AA,General Inquiry,0.5184,FAQ,0,0,0,Financial Services,Partner API,81,0.2998,2026-04-04T04:04:59
CONT-AA0EFEA4,SESS-2129C023,Order Status,0.6809,Handoff,0,0,0,Financial Services,IVR,27,0.2994,2026-03-16T07:42:52
CONT-677C7767,SESS-E5DF1DE4,Product Support,0.6553,Self-Service,0,0,0,Retail,Kiosk,208,0.3148,2026-03-20T02:26:39
CONT-9C40CA66,SESS-99197EAB,Product Support,0.5216,Escalation,0,1,0,Technology,Partner API,116,0.0146,2026-03-21T14:38:20
CONT-AEB5827D,SESS-28E86F66,Product Support,0.8378,Self-Service,0,0,0,Travel,Web,115,0.3799,2026-03-19T06:17:30
CONT-C898BE3E,SESS-BF5EF516,Billing Inquiry,0.6913,FAQ,0,0,0,Healthcare,Kiosk,142,0.3889,2026-04-02T13:55:09
CONT-B03095FA,SESS-C495D584,Billing Inquiry,0.3069,Free Text,0,0,0,Technology,Web,162,0.1098,2026-03-14T17:05:03
CONT-CF23FF01,SESS-AD5BD088,Account Management,0.694,Free Text,0,0,0,Retail,Partner API,22,0.3663,2026-04-04T04:33:59
CONT-F0862C6D,SESS-25EEB398,Returns & Refunds,0.7178,Free Text,0,0,0,Travel,Mobile App,26,0.3399,2026-03-20T07:39:58
CONT-A306B395,SESS-7D4E85F1,Password Reset,0.5732,FAQ,0,0,0,Financial Services,Web,84,0.3354,2026-03-20T03:51:32
CONT-BB2E59F1,SESS-9DD74AFD,Subscription Management,0.757,Guided Flow,0,0,0,Technology,Web,77,0.3782,2026-03-07T02:13:55
CONT-580E67DA,SESS-5494BB81,Returns & Refunds,0.491,Guided Flow,0,0,1,Healthcare,Partner API,135,0.0577,2026-03-28T02:02:24
CONT-24A2B788,SESS-9F7CFCF3,Technical Troubleshooting,0.543,Handoff,0,0,0,Travel,Kiosk,62,0.2883,2026-03-07T02:10:55
CONT-AEAFF340,SESS-ACBC1C30,Product Support,0.6421,Guided Flow,0,0,0,Healthcare,Kiosk,190,0.3313,2026-03-11T15:03:09
CONT-D00BF537,SESS-73CDF72F,Order Status,0.3678,Free Text,0,0,1,Technology,IVR,77,0.0068,2026-03-11T15:15:14
CONT-DCCB32F7,SESS-74FE73E8,Returns & Refunds,0.6011,Handoff,0,0,0,Financial Services,Kiosk,93,0.3474,2026-03-23T05:00:05
CONT-34372DCF,SESS-2F52F0BF,General Inquiry,0.5803,Handoff,0,0,1,Retail,Kiosk,249,0.1487,2026-03-26T13:31:19
CONT-CFC78E16,SESS-40F214E1,Subscription Management,0.714,Self-Service,0,0,0,Financial Services,Mobile App,120,0.3631,2026-03-21T21:13:52
CONT-EE145C70,SESS-F36AAAB8,Technical Troubleshooting,0.2164,FAQ,0,0,0,Healthcare,IVR,91,0.0936,2026-03-09T06:15:29
CONT-9E76118B,SESS-03EDF763,Order Status,0.569,FAQ,0,0,0,Technology,Kiosk,129,0.2731,2026-03-08T21:19:03
CONT-0E9108FE,SESS-3C8FF96D,Returns & Refunds,0.7019,Guided Flow,1,0,0,Technology,Partner API,13,0.684,2026-03-13T01:43:29
CONT-E0539BF6,SESS-71940724,Subscription Management,0.8044,Escalation,0,0,0,Retail,IVR,392,0.3938,2026-03-15T14:18:09
CONT-BB67483F,SESS-98C0684A,Technical Troubleshooting,0.7815,Guided Flow,1,0,1,Travel,Kiosk,256,0.5865,2026-03-29T17:54:46
CONT-BC7CF6A4,SESS-79370F03,Account Management,0.3494,Handoff,0,0,0,Healthcare,Partner API,129,0.173,2026-04-04T20:07:59
CONT-6631B248,SESS-F07ADA81,Loyalty Program,0.7417,FAQ,0,0,1,Financial Services,Partner API,273,0.2276,2026-04-05T01:24:31
CONT-B6EF8E17,SESS-64021B05,Billing Inquiry,0.3911,Free Text,0,0,1,Retail,Web,563,0.0131,2026-03-19T17:23:36
CONT-9EA7BD09,SESS-83199C80,Order Status,0.4913,FAQ,0,0,0,Technology,Mobile App,46,0.2801,2026-04-03T23:43:05
CONT-DC456AF4,SESS-3C9C4953,Password Reset,0.7249,Free Text,0,0,1,Retail,IVR,156,0.1659,2026-03-30T08:00:34
CONT-8B8CC16F,SESS-D5DB2693,Order Status,0.5922,Free Text,0,0,0,Healthcare,Partner API,140,0.2675,2026-04-01T19:21:09
CONT-9270AB94,SESS-B6110758,Product Support,0.5736,Escalation,0,0,0,Technology,Web,14,0.3243,2026-03-10T11:38:23
CONT-79EBF960,SESS-AF40BE32,Account Management,0.9678,Escalation,0,0,0,Financial Services,Kiosk,58,0.4487,2026-04-03T19:35:55
CONT-CA89E215,SESS-9778D2CF,Loyalty Program,0.6962,Handoff,0,0,0,Retail,Mobile App,101,0.3472,2026-04-02T10:39:42
CONT-D9121D1A,SESS-0B6E5171,Subscription Management,0.3859,Free Text,0,0,0,Healthcare,Partner API,83,0.2298,2026-03-25T14:35:53
CONT-6E77E927,SESS-4CDA9347,Order Status,0.4246,Guided Flow,0,0,0,Financial Services,Mobile App,380,0.1701,2026-03-13T13:00:35
CONT-FAF1AA6F,SESS-E1A0A9DC,Password Reset,0.7358,Free Text,0,0,0,Travel,Kiosk,77,0.3625,2026-03-19T18:56:55
CONT-96F1972E,SESS-71154FF1,Product Support,0.5484,FAQ,0,0,1,Financial Services,IVR,47,0.1476,2026-03-16T02:43:11
CONT-69289D26,SESS-07A1C403,General Inquiry,0.7075,FAQ,0,0,0,Financial Services,Mobile App,110,0.3344,2026-03-18T17:20:21
CONT-208E2CC9,SESS-6CC6F966,Account Management,0.7391,Escalation,0,0,0,Retail,Partner API,96,0.3813,2026-03-17T01:38:50
CONT-689FDEED,SESS-DDF53646,Returns & Refunds,0.7033,Self-Service,0,0,0,Financial Services,Partner API,53,0.3278,2026-03-21T00:11:12
CONT-62E7784E,SESS-7D4FA75A,Technical Troubleshooting,0.6185,Escalation,0,0,1,Healthcare,Mobile App,110,0.1736,2026-03-25T04:35:29
CONT-D7570ED1,SESS-5D2AB91D,Account Management,0.781,Handoff,0,0,0,Healthcare,Kiosk,42,0.3954,2026-03-14T19:22:31
CONT-AABF70C9,SESS-FF89B4BF,Password Reset,1.0,Escalation,0,0,0,Retail,Partner API,209,0.5487,2026-03-13T11:49:27
CONT-BB74186E,SESS-7734AF37,Product Support,0.6983,FAQ,0,0,0,Retail,Mobile App,185,0.3786,2026-03-09T15:54:42
CONT-2D0D8CF5,SESS-C3097732,Password Reset,0.8483,Escalation,0,0,1,Financial Services,Mobile App,85,0.3075,2026-03-24T15:08:55
CONT-E3C15B5D,SESS-38DFEAFF,Product Support,0.6988,Free Text,0,0,0,Travel,Partner API,28,0.3057,2026-03-29T07:42:51
CONT-AD364558,SESS-67433F70,Loyalty Program,0.5245,FAQ,0,0,0,Financial Services,Kiosk,270,0.3072,2026-03-23T21:56:05
CONT-60C3A876,SESS-B5005E2F,Technical Troubleshooting,0.5835,Handoff,0,0,0,Travel,Kiosk,45,0.2896,2026-03-09T06:58:45
CONT-8109F0E6,SESS-516117C1,Order Status,0.7156,FAQ,0,0,0,Financial Services,IVR,26,0.3087,2026-03-09T03:30:59
CONT-482E7D91,SESS-8CC143B0,Password Reset,0.672,Self-Service,0,0,0,Retail,Mobile App,11,0.3065,2026-03-11T04:24:44
CONT-0D52AB9E,SESS-8967D6C0,Technical Troubleshooting,0.5088,Handoff,0,0,0,Retail,Web,63,0.2057,2026-03-19T12:03:15
CONT-9A39709D,SESS-9ABABD2C,Loyalty Program,0.705,Free Text,0,0,0,Travel,IVR,46,0.3942,2026-03-08T11:14:21
CONT-B04A30E6,SESS-43CE7A84,General Inquiry,0.5659,Handoff,0,0,0,Retail,Web,188,0.2407,2026-03-28T03:17:44
CONT-9D1087BB,SESS-EBDEA861,Returns & Refunds,0.8673,Guided Flow,0,0,0,Technology,Web,21,0.41,2026-03-21T09:27:39
CONT-696EB156,SESS-D4514561,Product Support,0.3601,Self-Service,0,0,0,Technology,Partner API,33,0.1569,2026-03-30T22:27:29
CONT-A7B3C928,SESS-44A75769,Returns & Refunds,0.5086,FAQ,0,0,0,Retail,Web,38,0.2095,2026-03-25T01:22:39
CONT-24B44694,SESS-B53531D3,Account Management,0.7776,Escalation,1,0,0,Financial Services,Kiosk,53,0.7044,2026-04-02T18:24:02
CONT-9218D834,SESS-656C0A6E,Order Status,0.8843,Guided Flow,1,0,0,Retail,Web,48,0.7753,2026-04-03T18:10:29
CONT-101B610B,SESS-EE441C2F,General Inquiry,0.719,Free Text,0,0,0,Financial Services,Partner API,60,0.3743,2026-04-01T12:39:36
CONT-6B316998,SESS-838D4DA0,Subscription Management,0.4193,Escalation,0,0,1,Financial Services,Mobile App,52,0.0646,2026-03-29T01:00:45
CONT-AB6CA081,SESS-BEBDBDB4,Product Support,0.5024,Escalation,0,0,0,Retail,Partner API,44,0.2072,2026-03-14T20:22:07
CONT-A20F0B74,SESS-552B04E1,Password Reset,0.7569,Handoff,0,0,0,Retail,Kiosk,128,0.3781,2026-03-12T11:01:53
CONT-DC456AF4,SESS-03FE7B5C,Order Status,0.7991,Free Text,0,0,0,Technology,Partner API,32,0.4351,2026-03-17T19:27:38
CONT-B35E4D85,SESS-964A1453,Account Management,0.5497,Handoff,0,0,0,Financial Services,IVR,51,0.2315,2026-03-15T11:10:17
CONT-D153D9DD,SESS-913E2940,Account Management,0.601,Escalation,0,0,0,Financial Services,Partner API,153,0.3103,2026-03-12T17:58:26
CONT-A0144804,SESS-C73A8411,Account Management,0.8845,Guided Flow,0,0,0,Healthcare,Mobile App,99,0.4356,2026-03-11T03:33:54
CONT-D242F887,SESS-724EA9F4,Order Status,0.5821,Handoff,0,0,0,Retail,IVR,115,0.3346,2026-03-23T20:00:38
CONT-9E76118B,SESS-2EDF99DA,Loyalty Program,0.5863,Self-Service,0,0,0,Travel,Kiosk,50,0.3279,2026-03-25T20:43:04
CONT-4EE03A4B,SESS-5F58CEEF,Billing Inquiry,0.7273,Guided Flow,0,0,0,Technology,Partner API,40,0.4038,2026-03-09T04:20:17
CONT-BA69E9D7,SESS-6B79AB01,Billing Inquiry,0.5376,Handoff,0,0,1,Financial Services,Kiosk,571,0.1087,2026-04-03T06:41:21
CONT-5F7B20CC,SESS-05592962,Password Reset,0.662,Guided Flow,0,0,0,Technology,IVR,292,0.2891,2026-03-11T07:14:54
CONT-BF0A7325,SESS-AF5BF793,Subscription Management,0.6921,Free Text,0,1,0,Healthcare,IVR,31,0.1104,2026-04-04T13:11:02
CONT-774E8163,SESS-21A53A84,Product Support,0.5266,Free Text,0,0,0,Healthcare,Mobile App,41,0.2417,2026-03-20T15:27:08
CONT-6DB8BD3F,SESS-7037C106,Order Status,1.0,Handoff,1,0,0,Healthcare,Mobile App,106,0.8169,2026-03-17T11:04:50
CONT-69289D26,SESS-2D0DD3C4,Subscription Management,0.6002,Self-Service,0,0,0,Financial Services,Mobile App,32,0.269,2026-03-09T13:17:17
CONT-F8790A91,SESS-9D96B67A,Account Management,0.8404,Handoff,0,0,0,Travel,Partner API,48,0.439,2026-03-24T09:32:18
CONT-C41FF59A,SESS-D1001DDB,Billing Inquiry,0.8904,Escalation,0,0,1,Retail,IVR,41,0.32,2026-03-15T12:14:07
CONT-71700017,SESS-F67D3233,Account Management,0.4483,Self-Service,0,0,1,Retail,IVR,511,0.0766,2026-03-13T01:07:30
CONT-C4D2FCF6,SESS-7328810F,Product Support,0.8067,FAQ,0,1,0,Travel,Kiosk,228,0.2197,2026-03-08T16:54:31
CONT-2B9E3595,SESS-91962EAB,Product Support,0.6189,FAQ,0,0,0,Retail,Kiosk,87,0.3038,2026-03-20T16:17:38
CONT-4993870E,SESS-A279CD8E,Returns & Refunds,0.9483,Guided Flow,0,0,1,Technology,IVR,102,0.3462,2026-03-08T03:02:00
CONT-E27650F7,SESS-D72E2AA7,Password Reset,0.4137,FAQ,0,0,0,Travel,Mobile App,193,0.2427,2026-03-09T08:45:46
CONT-CF9A371F,SESS-AC3D68BF,General Inquiry,0.6156,Free Text,0,0,0,Healthcare,Mobile App,52,0.2997,2026-03-15T18:16:00
CONT-34959653,SESS-44E147B4,Loyalty Program,0.6135,FAQ,0,0,0,Healthcare,Web,51,0.3338,2026-03-27T01:49:42
CONT-3BAEA02C,SESS-382D8998,Loyalty Program,0.9658,Guided Flow,0,0,0,Healthcare,Kiosk,63,0.486,2026-03-09T00:45:58
CONT-C74A7C87,SESS-8796301F,Billing Inquiry,0.7931,Self-Service,0,0,0,Retail,Web,51,0.3487,2026-03-22T07:57:13
CONT-B14B1BA5,SESS-18F5CEF6,Subscription Management,0.4268,Self-Service,0,0,0,Healthcare,Mobile App,196,0.2313,2026-04-03T05:00:11
CONT-6E51C4DD,SESS-C3312ECF,Returns & Refunds,0.4613,Guided Flow,0,0,0,Healthcare,Kiosk,52,0.1864,2026-04-01T16:56:45
CONT-BB2E59F1,SESS-E6ABF8C4,Subscription Management,0.8219,Free Text,0,0,0,Financial Services,Web,311,0.4115,2026-03-15T18:44:54
CONT-E137C066,SESS-9F848AF9,Billing Inquiry,0.7483,Handoff,1,0,0,Retail,Web,170,0.6845,2026-03-11T13:07:57
CONT-62950A0E,SESS-C7590654,Password Reset,0.7352,Free Text,0,0,0,Financial Services,Partner API,95,0.3836,2026-03-20T05:41:50
CONT-B335D333,SESS-72E4C0EA,Subscription Management,0.866,Guided Flow,0,0,0,Healthcare,IVR,58,0.4618,2026-03-21T05:17:16
CONT-BE9F79D2,SESS-ACB269A0,Billing Inquiry,0.2021,Handoff,0,0,0,Healthcare,IVR,57,0.0783,2026-04-05T12:34:59
CONT-954E3D08,SESS-CC3FF626,Technical Troubleshooting,0.6078,Guided Flow,0,0,0,Technology,IVR,22,0.3027,2026-03-19T09:31:54
CONT-E6A03AF9,SESS-F5D622D0,Technical Troubleshooting,0.4564,Self-Service,0,0,0,Healthcare,Partner API,152,0.1894,2026-03-20T02:16:41
CONT-154579A7,SESS-F607D2D8,Subscription Management,0.7002,Self-Service,0,0,0,Travel,Kiosk,30,0.3238,2026-03-23T21:05:03
CONT-3B48C70E,SESS-13DA5822,Returns & Refunds,0.7456,Escalation,0,0,0,Technology,IVR,110,0.3529,2026-03-22T07:18:37
CONT-3BAEA02C,SESS-CB01BFD7,Subscription Management,0.7145,FAQ,0,0,0,Retail,IVR,75,0.4025,2026-03-29T23:46:30
CONT-90302654,SESS-751DD362,Product Support,0.7612,Self-Service,0,0,0,Technology,IVR,58,0.4023,2026-03-27T05:08:52
CONT-BB6D5E06,SESS-8713BF40,Product Support,0.8583,Handoff,1,0,0,Technology,IVR,31,0.7776,2026-04-05T02:32:09
CONT-4388C778,SESS-35D6CF01,Subscription Management,0.3966,Guided Flow,0,0,0,Financial Services,Kiosk,71,0.1901,2026-03-29T13:55:30
CONT-258A4B43,SESS-03FDF1B9,Billing Inquiry,0.5401,FAQ,0,0,0,Healthcare,Web,24,0.2299,2026-03-08T23:29:20
CONT-D0EBCAEA,SESS-3D5BA376,Product Support,0.629,FAQ,0,0,0,Travel,Kiosk,60,0.3187,2026-03-08T21:18:17
CONT-44448152,SESS-4A77DC12,Returns & Refunds,0.2547,Guided Flow,0,0,0,Travel,Mobile App,57,0.1499,2026-03-30T18:56:42
CONT-88A80658,SESS-48E1C8BE,Subscription Management,0.8076,Free Text,0,0,0,Retail,Partner API,51,0.3701,2026-03-07T07:43:15
CONT-CD8A02FE,SESS-6950EB75,Technical Troubleshooting,0.5583,Free Text,0,0,0,Healthcare,Kiosk,38,0.3242,2026-03-08T15:36:27
CONT-BE933834,SESS-C9D0EE01,Returns & Refunds,0.6276,Free Text,0,0,0,Healthcare,Web,267,0.3172,2026-03-16T19:26:00
CONT-D7792A29,SESS-DFA51ED1,Subscription Management,0.7764,Self-Service,0,0,0,Healthcare,Mobile App,76,0.3726,2026-03-28T23:32:34
CONT-EE0BDC04,SESS-BA65EB43,Order Status,0.453,Guided Flow,1,0,1,Financial Services,Web,198,0.3575,2026-04-01T18:47:38
CONT-1324F705,SESS-5B370BCB,Billing Inquiry,0.5734,Handoff,0,0,0,Healthcare,Web,80,0.2679,2026-03-15T17:41:31
CONT-08ADCF7B,SESS-86C91E17,Subscription Management,0.5227,Self-Service,0,0,0,Travel,Kiosk,40,0.2406,2026-03-25T07:11:35
CONT-954E3D08,SESS-33FABF69,Subscription Management,0.9035,Guided Flow,0,0,0,Travel,Kiosk,36,0.4095,2026-03-08T02:41:05
CONT-DEC7E233,SESS-5ACA1AA7,Billing Inquiry,0.7175,FAQ,0,0,0,Travel,IVR,21,0.3341,2026-03-17T13:20:59
CONT-AAAF7D48,SESS-4DE3A4E2,Subscription Management,0.3896,Free Text,0,0,0,Healthcare,Partner API,41,0.1935,2026-03-23T11:26:29
CONT-D7570ED1,SESS-A9996960,Billing Inquiry,0.7815,Guided Flow,0,0,0,Healthcare,Mobile App,28,0.3942,2026-03-28T23:50:34
CONT-69E21CDA,SESS-641BA1AF,Loyalty Program,0.7627,Guided Flow,0,0,0,Financial Services,Mobile App,26,0.3754,2026-03-10T07:09:00
CONT-5A649855,SESS-E15B5C8C,Password Reset,0.7725,Escalation,0,0,0,Healthcare,Web,14,0.3691,2026-03-20T10:11:04
CONT-C40B0EDA,SESS-387528C0,Technical Troubleshooting,0.5992,Free Text,0,0,0,Technology,IVR,80,0.2504,2026-03-25T17:03:32
CONT-24E4388E,SESS-C24ECB4A,Order Status,0.5034,Guided Flow,0,0,0,Technology,Partner API,59,0.2753,2026-04-02T05:12:16
CONT-81744922,SESS-9F96BBC6,Subscription Management,0.9324,FAQ,0,1,0,Healthcare,Partner API,100,0.2559,2026-03-07T05:44:20
CONT-BA69E9D7,SESS-F552921F,Technical Troubleshooting,0.4322,FAQ,0,0,0,Technology,Kiosk,56,0.2563,2026-04-05T15:38:12
CONT-0DBABD99,SESS-F92B96B3,Loyalty Program,0.6414,Free Text,0,0,0,Healthcare,Partner API,81,0.2915,2026-03-15T06:57:05
CONT-A9BF70CE,SESS-4B500160,Technical Troubleshooting,0.4254,Self-Service,0,0,1,Technology,Kiosk,278,0.0305,2026-03-27T15:49:06
CONT-95BA2A80,SESS-A1815B58,Subscription Management,0.8026,Handoff,0,0,0,Healthcare,Mobile App,46,0.3829,2026-04-04T01:53:25
CONT-221FC9DD,SESS-E7C28939,Returns & Refunds,0.3859,Self-Service,0,0,0,Financial Services,IVR,216,0.1598,2026-03-12T22:24:52
CONT-898D1870,SESS-EA4B425D,General Inquiry,0.5535,Escalation,0,0,0,Healthcare,Partner API,37,0.295,2026-03-31T18:49:06
CONT-51A5E3DD,SESS-74FF4DC7,General Inquiry,0.6325,Handoff,0,0,0,Financial Services,Kiosk,273,0.2939,2026-03-20T20:04:40
CONT-4210A2E4,SESS-74D864E3,Loyalty Program,0.7558,Escalation,0,0,0,Travel,Web,44,0.3378,2026-03-29T18:14:03
CONT-31EAB806,SESS-49A01F2B,Returns & Refunds,0.7832,Free Text,0,0,0,Healthcare,Partner API,24,0.4012,2026-04-03T22:38:54
CONT-D8FA1586,SESS-A3424787,Product Support,0.5906,Free Text,0,0,0,Retail,IVR,18,0.2533,2026-03-09T07:44:35
CONT-5A0F85D7,SESS-2A49AC87,Technical Troubleshooting,0.911,Handoff,0,0,0,Healthcare,Kiosk,23,0.4532,2026-03-21T01:01:17
CONT-B35C4A43,SESS-53C2F590,Subscription Management,0.6312,FAQ,0,0,0,Travel,IVR,24,0.3103,2026-03-20T07:34:01
CONT-34F966AB,SESS-45DC5354,Order Status,0.5701,Escalation,0,0,1,Technology,Mobile App,284,0.1271,2026-03-08T16:57:16
CONT-AA7B3F05,SESS-00508BAE,Password Reset,0.6572,Guided Flow,0,0,0,Healthcare,Kiosk,157,0.3018,2026-03-17T21:11:09
CONT-CF7482AF,SESS-B61A1A03,Returns & Refunds,0.772,Self-Service,0,0,0,Retail,Partner API,41,0.3493,2026-03-13T02:17:46
CONT-CD8A02FE,SESS-7B2631C2,General Inquiry,0.8087,FAQ,0,0,0,Technology,IVR,147,0.4311,2026-04-04T07:40:11
CONT-2520C83F,SESS-5A915D6F,Technical Troubleshooting,0.5805,FAQ,0,0,0,Retail,Mobile App,46,0.2661,2026-04-05T11:18:15
CONT-8CC701B1,SESS-22370FBE,Order Status,0.7982,Handoff,0,0,0,Retail,Partner API,20,0.4435,2026-03-09T16:05:12
CONT-54BA6C5D,SESS-50183772,Loyalty Program,0.6464,Guided Flow,1,0,0,Travel,Mobile App,39,0.585,2026-04-01T17:37:34
CONT-F79D9A69,SESS-DA1AA0AF,Loyalty Program,0.7404,Free Text,0,1,0,Technology,Kiosk,37,0.2005,2026-04-02T21:43:13
CONT-F30B7220,SESS-442911EE,Subscription Management,0.578,Handoff,0,0,0,Travel,Web,38,0.2911,2026-03-26T10:25:06
CONT-689758E5,SESS-56FC81BA,Loyalty Program,0.7685,FAQ,0,1,0,Financial Services,Partner API,68,0.225,2026-03-31T10:38:07
CONT-0E692EB2,SESS-8CD009D6,Product Support,0.7147,Escalation,0,0,0,Technology,Web,149,0.4017,2026-03-18T20:17:21
CONT-580E67DA,SESS-67497FC1,Order Status,1.0,Handoff,0,0,0,Retail,IVR,34,0.5153,2026-03-16T14:49:59
CONT-CE667770,SESS-BBCA53BB,Product Support,0.4383,Self-Service,0,0,1,Retail,Partner API,119,0.0644,2026-04-04T11:14:06
CONT-6BA72231,SESS-7AAAE105,Billing Inquiry,0.6116,Escalation,0,0,1,Retail,Mobile App,420,0.1591,2026-03-09T12:07:36
CONT-717337CA,SESS-6762B28A,Billing Inquiry,0.6897,Free Text,0,0,0,Retail,Web,93,0.3079,2026-03-31T09:57:38
CONT-F23690FB,SESS-B24E78C4,Order Status,0.8402,FAQ,0,0,1,Financial Services,Partner API,192,0.3149,2026-04-04T12:58:39
CONT-1B517847,SESS-64139029,Password Reset,0.4842,FAQ,0,0,1,Travel,Web,260,0.1033,2026-03-17T16:14:43
CONT-E21B12AA,SESS-07FD247C,Order Status,0.8808,Handoff,0,0,0,Technology,Web,12,0.4655,2026-03-09T12:26:41
CONT-35D10F8E,SESS-9C144FBD,Technical Troubleshooting,0.5844,Free Text,0,0,1,Retail,Partner API,222,0.1134,2026-03-16T01:10:51
CONT-A7769672,SESS-27F3EEF4,Returns & Refunds,0.9412,Free Text,0,0,0,Healthcare,IVR,21,0.4774,2026-03-18T23:57:50
CONT-ED8D694A,SESS-9154FCB8,Product Support,0.7657,FAQ,0,0,0,Travel,IVR,38,0.3705,2026-03-11T21:56:53
CONT-1823CC62,SESS-B2D76FE2,Order Status,0.3741,Free Text,0,0,1,Technology,Web,77,0.0746,2026-03-14T09:21:14
CONT-6B316998,SESS-308B17E3,Order Status,0.7234,Guided Flow,0,0,0,Travel,Partner API,19,0.3615,2026-03-30T04:38:34
CONT-5C3701EE,SESS-4C934E6C,Technical Troubleshooting,1.0,Self-Service,0,0,1,Healthcare,Partner API,77,0.3112,2026-03-25T08:55:34
CONT-8109F0E6,SESS-D9F73E43,Subscription Management,0.7288,Guided Flow,0,0,1,Retail,Kiosk,205,0.2458,2026-03-08T19:37:11
CONT-E85E4D2A,SESS-9CA03EC1,Technical Troubleshooting,0.4041,Escalation,0,0,1,Healthcare,Web,97,0.066,2026-03-23T11:33:49
CONT-CE6EC2FA,SESS-2163B8A9,Billing Inquiry,0.931,Self-Service,0,0,0,Technology,Web,46,0.4935,2026-03-26T14:12:49
CONT-AE525C32,SESS-D4B3D678,Technical Troubleshooting,0.7622,Self-Service,1,0,1,Travel,Mobile App,59,0.5259,2026-03-16T00:15:50
CONT-35D55FC4,SESS-41397245,Subscription Management,0.8965,Guided Flow,0,0,0,Travel,IVR,54,0.4903,2026-04-03T03:47:57
CONT-80AD1F63,SESS-4B6D7339,Product Support,0.6115,Self-Service,0,0,0,Retail,Kiosk,160,0.2731,2026-03-12T11:02:07
CONT-2441F989,SESS-D4B34FF9,Returns & Refunds,0.4815,Self-Service,0,0,0,Healthcare,Partner API,33,0.2658,2026-04-01T12:35:38
CONT-2D3E53F2,SESS-1F378268,General Inquiry,0.8908,Guided Flow,0,0,0,Financial Services,Kiosk,87,0.4355,2026-04-01T13:07:57
CONT-4E56B438,SESS-08BCD871,Order Status,0.6148,Guided Flow,0,0,1,Travel,Partner API,102,0.1141,2026-03-15T16:05:59
CONT-27CFE477,SESS-5A28CEB2,Billing Inquiry,0.7612,Self-Service,0,0,0,Financial Services,IVR,210,0.3949,2026-03-16T03:49:26
CONT-E8DDC77E,SESS-1F221B44,General Inquiry,0.5896,Escalation,0,0,0,Travel,Web,40,0.314,2026-03-17T04:17:42
CONT-34EED4E6,SESS-E58D93C5,Account Management,0.6626,Handoff,0,0,0,Travel,IVR,48,0.2863,2026-03-14T22:14:29
CONT-8BEDA625,SESS-23C4755A,Password Reset,0.9625,Handoff,0,0,0,Travel,Partner API,42,0.4676,2026-03-20T20:18:34
CONT-9D0B2E96,SESS-503C39DE,Password Reset,0.7701,Free Text,0,0,0,Technology,Kiosk,63,0.3357,2026-03-22T08:35:37
CONT-1C243976,SESS-86212BDA,Order Status,0.8244,Free Text,0,0,0,Travel,Kiosk,60,0.4228,2026-03-10T13:07:40
CONT-F8EF7972,SESS-8D74D4E1,Returns & Refunds,0.7848,Handoff,0,0,0,Financial Services,Kiosk,151,0.4357,2026-03-27T07:46:14
CONT-D267F979,SESS-538DCF91,Subscription Management,0.3088,FAQ,0,0,1,Retail,Mobile App,373,0.0274,2026-03-07T03:56:46
CONT-CC2A3CB8,SESS-049AAEDF,Order Status,0.6783,FAQ,0,0,0,Healthcare,Partner API,35,0.3825,2026-03-21T20:09:10
CONT-95B40AF6,SESS-FC15F595,Order Status,0.5453,Self-Service,0,0,1,Retail,Kiosk,95,0.1123,2026-04-02T22:06:53
CONT-7E8EDD51,SESS-8F2387B4,Loyalty Program,0.7502,Self-Service,0,0,0,Healthcare,Partner API,32,0.3971,2026-03-20T03:09:49
CONT-414525F2,SESS-9FFA9F00,Loyalty Program,0.7885,Handoff,0,0,0,Retail,IVR,82,0.4241,2026-03-26T07:08:01
CONT-D8FA1586,SESS-F2508FE5,General Inquiry,0.5957,Handoff,0,0,0,Travel,Web,49,0.3026,2026-03-17T12:23:26
CONT-D9E83C48,SESS-7E290E6C,Subscription Management,0.7973,Self-Service,0,0,1,Retail,Kiosk,63,0.2434,2026-03-22T12:33:10
CONT-CE6EC2FA,SESS-66202B8E,Subscription Management,0.6205,FAQ,0,0,1,Technology,Kiosk,208,0.2018,2026-03-10T16:46:44
CONT-D473F8FC,SESS-D39B30B5,Order Status,0.4375,Handoff,0,0,0,Retail,Web,26,0.1984,2026-04-03T19:20:19
CONT-1D6C5393,SESS-355B5DDE,Loyalty Program,0.5773,FAQ,0,0,0,Technology,Web,47,0.2447,2026-03-11T20:34:21
